album_sheet,number,excel_row,registry_name,doc_number,organization,original_status,found_name,folder,drive_url,original_note,final_status,placeholder,final_note,album_page_start,album_page_end,component_files,sources,archive_candidates
направляющие,10,56,Исполнительная схема монтажа подсистемы на фасаде в/о 1/Т-Е,,"ООО ""ОСВ-Строй""",НАЙДЕНО В DRIVE / НЕ ВЫГРУЖЕНО В PDF,ИС направляющих НВФ в_о 1_Е-Т.pdf,Анохин / Фасад в осях 1_Е-Т,https://drive.google.com/file/d/1SpBbYW9YrvqlDyBowvQayND_JIBuaC7f/view?usp=drivesdk,,НАЙДЕНО И ПОДШИТО,False,,19,19,010__ИС направляющих НВФ в_о 1_Е-Т.pdf,"[{""path"": ""/home/runner/work/Graf/Graf/.work_sh550/downloads/1SpBbYW9YrvqlDyBowvQayND_JIBuaC7f_ИС направляющих НВФ в_о 1_Е-Т.pdf"", ""label"": ""ИС направляющих НВФ в_о 1_Е-Т.pdf"", ""pages"": [], ""drive_id"": ""1SpBbYW9YrvqlDyBowvQayND_JIBuaC7f"", ""sha256"": ""aa18c9294073a541c9aab1410a02246724f40d1617ac97798892eadb7ef5131c"", ""page_count"": 1}]",
направляющие,11,57,Исполнительная схема монтажа подсистемы на фасаде в/о 1/Т-Е. Узлы,,"ООО ""ОСВ-Строй""",НАЙДЕНО В DRIVE / НЕ ВЫГРУЖЕНО В PDF,ИС направляющих НВФ в_о 1_Е-Т. Узлы.pdf,Анохин / Фасад в осях 1_Е-Т,https://drive.google.com/file/d/1S5T9aPPt7iWu5AmTSXXXZcSjbHTH_tqG/view?usp=drivesdk,,НАЙДЕНО И ПОДШИТО,False,,20,20,011__ИС направляющих НВФ в_о 1_Е-Т. Узлы.pdf,"[{""path"": ""/home/runner/work/Graf/Graf/.work_sh550/downloads/1S5T9aPPt7iWu5AmTSXXXZcSjbHTH_tqG_ИС направляющих НВФ в_о 1_Е-Т. Узлы.pdf"", ""label"": ""ИС направляющих НВФ в_о 1_Е-Т. Узлы.pdf"", ""pages"": [], ""drive_id"": ""1S5T9aPPt7iWu5AmTSXXXZcSjbHTH_tqG"", ""sha256"": ""588802175b5cd584f74d023bab7cefb53a18daf95c391623274b154bd59cbbb5"", ""page_count"": 1}]",
направляющие,12,58,Исполнительная схема монтажа подсистемы на фасаде в/о 1-7/Е-Ж,,"ООО ""ОСВ-Строй""",НАЙДЕНО В DRIVE / НЕ ВЫГРУЖЕНО В PDF,ИС направляющих фасада в_о 1-7_Е-Ж.pdf,Анохин / Фасад в осях 1-7_Е-Ж,https://drive.google.com/file/d/1V9JxymlUIhojSagAQAxIyI4j6cG8i3qC/view?usp=drivesdk,,НАЙДЕНО И ПОДШИТО,False,,21,21,012__ИС направляющих фасада в_о 1-7_Е-Ж.pdf,"[{""path"": ""/home/runner/work/Graf/Graf/.work_sh550/downloads/1V9JxymlUIhojSagAQAxIyI4j6cG8i3qC_ИС направляющих фасада в_о 1-7_Е-Ж.pdf"", ""label"": ""ИС направляющих фасада в_о 1-7_Е-Ж.pdf"", ""pages"": [], ""drive_id"": ""1V9JxymlUIhojSagAQAxIyI4j6cG8i3qC"", ""sha256"": ""470bcaedc2f6512ca90ddd08f94ccdefc9a2a1482e9c1336bcd1f27a8d4b8d9b"", ""page_count"": 1}]",
направляющие,13,59,Исполнительная схема монтажа подсистемы на фасаде в/о 1-7/Е-Ж. Узлы,,"ООО ""ОСВ-Строй""",НАЙДЕНО В DRIVE / НЕ ВЫГРУЖЕНО В PDF,ИС направляющих фасада в_о 1-7_Е-Ж. Узлы.pdf,Анохин / Фасад в осях 1-7_Е-Ж,https://drive.google.com/file/d/1YopVvrf1XewvVP_hEi_jElHsD09Inz5o/view?usp=drivesdk,,НАЙДЕНО И ПОДШИТО,False,,22,22,013__ИС направляющих фасада в_о 1-7_Е-Ж. Узлы.pdf,"[{""path"": ""/home/runner/work/Graf/Graf/.work_sh550/downloads/1YopVvrf1XewvVP_hEi_jElHsD09Inz5o_ИС направляющих фасада в_о 1-7_Е-Ж. Узлы.pdf"", ""label"": ""ИС направляющих фасада в_о 1-7_Е-Ж. Узлы.pdf"", ""pages"": [], ""drive_id"": ""1YopVvrf1XewvVP_hEi_jElHsD09Inz5o"", ""sha256"": ""8788c3a455bf4976aab4e0c1d4a88860d7cc826155a42f9b6be67d616b3f4e78"", ""page_count"": 1}]",
направляющие,14,60,Исполнительная схема монтажа подсистемы на фасаде в/о 17-1/Т (лист 19),,"ООО ""ОСВ-Строй""",НАЙДЕНО В DRIVE / НЕ ВЫГРУЖЕНО В PDF,ИС направляющие на фасаде в_о 17-1_Т лист 1.pdf,Анохин / Фасад в осях 17-1_Т,https://drive.google.com/file/d/1kcFiLRbH86Tw-lvOmiXA4B48t4K5jlAx/view?usp=drivesdk,,НАЙДЕНО И ПОДШИТО,False,,23,23,014__ИС направляющие на фасаде в_о 17-1_Т лист 1.pdf,"[{""path"": ""/home/runner/work/Graf/Graf/.work_sh550/downloads/1kcFiLRbH86Tw-lvOmiXA4B48t4K5jlAx_ИС направляющие на фасаде в_о 17-1_Т лист 1.pdf"", ""label"": ""ИС направляющие на фасаде в_о 17-1_Т лист 1.pdf"", ""pages"": [], ""drive_id"": ""1kcFiLRbH86Tw-lvOmiXA4B48t4K5jlAx"", ""sha256"": ""b49d38b743e628b87dc7d34b22715f3467a60b70a96a98cc8f21390268157db7"", ""page_count"": 1}]",
направляющие,15,61,Исполнительная схема монтажа подсистемы на фасаде в/о 17-1/Т (лист 20),,"ООО ""ОСВ-Строй""",НАЙДЕНО В DRIVE / НЕ ВЫГРУЖЕНО В PDF,ИС направляющие на фасаде в_о 17-1_Т лист 2.pdf,Анохин / Фасад в осях 17-1_Т,https://drive.google.com/file/d/12a8oBjg5IxpyANHXp_mGrR8_LWSR4tND/view?usp=drivesdk,,НАЙДЕНО И ПОДШИТО,False,,24,24,015__ИС направляющие на фасаде в_о 17-1_Т лист 2.pdf,"[{""path"": ""/home/runner/work/Graf/Graf/.work_sh550/downloads/12a8oBjg5IxpyANHXp_mGrR8_LWSR4tND_ИС направляющие на фасаде в_о 17-1_Т лист 2.pdf"", ""label"": ""ИС направляющие на фасаде в_о 17-1_Т лист 2.pdf"", ""pages"": [], ""drive_id"": ""12a8oBjg5IxpyANHXp_mGrR8_LWSR4tND"", ""sha256"": ""cd5b2b55eabd52139a4306da400fddf84408768356dfda0c181a33fb56a06c23"", ""page_count"": 1}]",
направляющие,16,62,Исполнительная схема монтажа подсистемы на фасаде в/о 17-1/Т (лист 21),,"ООО ""ОСВ-Строй""",НАЙДЕНО В DRIVE / НЕ ВЫГРУЖЕНО В PDF,ИС направляющие на фасаде в_о 17-1_Т лист 3.pdf,Анохин / Фасад в осях 17-1_Т,https://drive.google.com/file/d/1bvavViFk2wgjvtf6R2SSUc7t25Kpdc7E/view?usp=drivesdk,,НАЙДЕНО И ПОДШИТО,False,,25,25,016__ИС направляющие на фасаде в_о 17-1_Т лист 3.pdf,"[{""path"": ""/home/runner/work/Graf/Graf/.work_sh550/downloads/1bvavViFk2wgjvtf6R2SSUc7t25Kpdc7E_ИС направляющие на фасаде в_о 17-1_Т лист 3.pdf"", ""label"": ""ИС направляющие на фасаде в_о 17-1_Т лист 3.pdf"", ""pages"": [], ""drive_id"": ""1bvavViFk2wgjvtf6R2SSUc7t25Kpdc7E"", ""sha256"": ""746b06f34e2479ca27f9347871904de693785298719e84d1d2c906c3455291f0"", ""page_count"": 1}]",
направляющие,17,63,Исполнительная схема монтажа подсистемы на фасаде в/о 17-1/Т (лист 22),,"ООО ""ОСВ-Строй""",НАЙДЕНО В DRIVE / НЕ ВЫГРУЖЕНО В PDF,ИС направляющие на фасаде в_о 17-1_Т лист 4.pdf,Анохин / Фасад в осях 17-1_Т,https://drive.google.com/file/d/1ojagNBAixPRI0RIIfMbzlqzDVmJP6PRu/view?usp=drivesdk,,НАЙДЕНО И ПОДШИТО,False,,26,26,017__ИС направляющие на фасаде в_о 17-1_Т лист 4.pdf,"[{""path"": ""/home/runner/work/Graf/Graf/.work_sh550/downloads/1ojagNBAixPRI0RIIfMbzlqzDVmJP6PRu_ИС направляющие на фасаде в_о 17-1_Т лист 4.pdf"", ""label"": ""ИС направляющие на фасаде в_о 17-1_Т лист 4.pdf"", ""pages"": [], ""drive_id"": ""1ojagNBAixPRI0RIIfMbzlqzDVmJP6PRu"", ""sha256"": ""bb0b14d3dc861521a1a5cb2b7cdf77191fddc430aa1e0faaaeef2273ce4672e8"", ""page_count"": 1}]",
направляющие,18,64,Исполнительная схема монтажа подсистемы на фасаде в/о 17-1/Т (лист 23),,"ООО ""ОСВ-Строй""",НАЙДЕНО В DRIVE / НЕ ВЫГРУЖЕНО В PDF,ИС направляющие на фасаде в_о 17-1_Т лист 5.pdf,Анохин / Фасад в осях 17-1_Т,https://drive.google.com/file/d/1e0jv63EE83GnVZo3BPSRgVKApYqwgiC6/view?usp=drivesdk,,НАЙДЕНО И ПОДШИТО,False,,27,27,018__ИС направляющие на фасаде в_о 17-1_Т лист 5.pdf,"[{""path"": ""/home/runner/work/Graf/Graf/.work_sh550/downloads/1e0jv63EE83GnVZo3BPSRgVKApYqwgiC6_ИС направляющие на фасаде в_о 17-1_Т лист 5.pdf"", ""label"": ""ИС направляющие на фасаде в_о 17-1_Т лист 5.pdf"", ""pages"": [], ""drive_id"": ""1e0jv63EE83GnVZo3BPSRgVKApYqwgiC6"", ""sha256"": ""a409ebfb51fb8d1c5e4ff47f6b2571b7979eae10eba7cb80ef16527ea37be198"", ""page_count"": 1}]",
направляющие,19,65,Исполнительная схема монтажа подсистемы на фасаде в/о 17-1/Т (лист 24),,"ООО ""ОСВ-Строй""",НАЙДЕНО В DRIVE / НЕ ВЫГРУЖЕНО В PDF,ИС направляющие на фасаде в_о 17-1_Т лист 6.pdf,Анохин / Фасад в осях 17-1_Т,https://drive.google.com/file/d/1V1H9mAIyXdOufjwayWLeKymBLFiZ51YE/view?usp=drivesdk,,НАЙДЕНО И ПОДШИТО,False,,28,28,019__ИС направляющие на фасаде в_о 17-1_Т лист 6.pdf,"[{""path"": ""/home/runner/work/Graf/Graf/.work_sh550/downloads/1V1H9mAIyXdOufjwayWLeKymBLFiZ51YE_ИС направляющие на фасаде в_о 17-1_Т лист 6.pdf"", ""label"": ""ИС направляющие на фасаде в_о 17-1_Т лист 6.pdf"", ""pages"": [], ""drive_id"": ""1V1H9mAIyXdOufjwayWLeKymBLFiZ51YE"", ""sha256"": ""d6efe92a6e6276b4aaaee00a5060ccc487ff724905565404306b6d0eac3b3381"", ""page_count"": 1}]",
направляющие,20,66,Исполнительная схема монтажа подсистемы на фасаде в/о 17-1/Т (лист 25). Узлы,,"ООО ""ОСВ-Строй""",НАЙДЕНО В DRIVE / ПРОВЕРИТЬ,ИС направляющие на фасаде в_о 17-1_Т лист 7.pdf,Анохин / Фасад в осях 17-1_Т,https://drive.google.com/file/d/12RKSRYq-ISHxEsAiAeE4_DLqbOGZT0XG/view?usp=drivesdk,"В реестре строка отмечена как 'Узлы'; в архиве найден лист 25 по направляющим, отдельного файла узлов по этой строке не выявлено.","НАЙДЕНО, НАЛИЧИЕ УЗЛОВ ПОДТВЕРЖДЕНО",False,OCR выявил обозначение узлов на листе,29,29,020__ИС направляющие на фасаде в_о 17-1_Т лист 7.pdf,"[{""path"": ""/home/runner/work/Graf/Graf/.work_sh550/downloads/12RKSRYq-ISHxEsAiAeE4_DLqbOGZT0XG_ИС направляющие на фасаде в_о 17-1_Т лист 7.pdf"", ""label"": ""ИС направляющие на фасаде в_о 17-1_Т лист 7.pdf"", ""pages"": [], ""drive_id"": ""12RKSRYq-ISHxEsAiAeE4_DLqbOGZT0XG"", ""sha256"": ""3b8d2bc767277eb904e13458dc7a00b2bae94d891c9a7882e9578dbfcb670f74"", ""page_count"": 1}]",
направляющие,21,67,Исполнительная схема монтажа подсистемы на фасаде в/о 17-1/Т (лист 26). Узлы,,"ООО ""ОСВ-Строй""",НАЙДЕНО В DRIVE / ПРОВЕРИТЬ,ИС направляющие на фасаде в_о 17-1_Т лист 8.pdf,Анохин / Фасад в осях 17-1_Т,https://drive.google.com/file/d/12s6DpAHZLizDbq4aEwvBb2LwAGkubuOE/view?usp=drivesdk,"В реестре строка отмечена как 'Узлы'; в архиве найден лист 26 по направляющим, отдельного файла узлов по этой строке не выявлено.","НАЙДЕНО, НАЛИЧИЕ УЗЛОВ ПОДТВЕРЖДЕНО",False,OCR выявил обозначение узлов на листе,30,30,021__ИС направляющие на фасаде в_о 17-1_Т лист 8.pdf,"[{""path"": ""/home/runner/work/Graf/Graf/.work_sh550/downloads/12s6DpAHZLizDbq4aEwvBb2LwAGkubuOE_ИС направляющие на фасаде в_о 17-1_Т лист 8.pdf"", ""label"": ""ИС направляющие на фасаде в_о 17-1_Т лист 8.pdf"", ""pages"": [], ""drive_id"": ""12s6DpAHZLizDbq4aEwvBb2LwAGkubuOE"", ""sha256"": ""b60f154a627a621f18d9d365b16b2a2ddcce834fb480b52e15758f0426a1a5c3"", ""page_count"": 1}]",
направляющие,22,68,Исполнительная схема монтажа подсистемы на фасаде в/о 2/Ж-Г,,"ООО ""ОСВ-Строй""",НАЙДЕНО В DRIVE / НЕ ВЫГРУЖЕНО В PDF,ИС направляющих на фасаде в_о 2_Ж-Г.pdf,Анохин / Фасад в осях 2_Ж-Г,https://drive.google.com/file/d/152gM7W5BlmQKO3Rhnfi8OWXk7kGSvz2i/view?usp=drivesdk,,НАЙДЕНО И ПОДШИТО,False,,31,31,022__ИС направляющих на фасаде в_о 2_Ж-Г.pdf,"[{""path"": ""/home/runner/work/Graf/Graf/.work_sh550/downloads/152gM7W5BlmQKO3Rhnfi8OWXk7kGSvz2i_ИС направляющих на фасаде в_о 2_Ж-Г.pdf"", ""label"": ""ИС направляющих на фасаде в_о 2_Ж-Г.pdf"", ""pages"": [], ""drive_id"": ""152gM7W5BlmQKO3Rhnfi8OWXk7kGSvz2i"", ""sha256"": ""1be5c53932c64579b307d2dc623abcec4d9794a4e2dfb13a4002c1d51a85ff47"", ""page_count"": 1}]",
направляющие,23,69,Исполнительная схема монтажа подсистемы на фасаде в/о 2/Ж-Г. Узлы,,"ООО ""ОСВ-Строй""",НАЙДЕНО В DRIVE / НЕ ВЫГРУЖЕНО В PDF,ИС направляющих на фасаде в_о 2_Ж-Г. Узлы.pdf,Анохин / Фасад в осях 2_Ж-Г,https://drive.google.com/file/d/1TqtjsOM4AFQf823vqHpqmNSdXC4FoSGL/view?usp=drivesdk,,НАЙДЕНО И ПОДШИТО,False,,32,32,023__ИС направляющих на фасаде в_о 2_Ж-Г. Узлы.pdf,"[{""path"": ""/home/runner/work/Graf/Graf/.work_sh550/downloads/1TqtjsOM4AFQf823vqHpqmNSdXC4FoSGL_ИС направляющих на фасаде в_о 2_Ж-Г. Узлы.pdf"", ""label"": ""ИС направляющих на фасаде в_о 2_Ж-Г. Узлы.pdf"", ""pages"": [], ""drive_id"": ""1TqtjsOM4AFQf823vqHpqmNSdXC4FoSGL"", ""sha256"": ""09bfae7a486fde289944202115c72dc4b3e6a3d6087eb1d9439bda48944052b5"", ""page_count"": 1}]",
направляющие,24,70,Исполнительная схема монтажа подсистемы на фасаде в/о 2-7/В-Г,,"ООО ""ОСВ-Строй""",НАЙДЕНО В DRIVE / НЕ ВЫГРУЖЕНО В PDF,ИС направляющих на фасаде в_о 2-7_В-Г.pdf,Анохин / Фасад в осях 2-7_В-Г,https://drive.google.com/file/d/1fKS5k0U_HAX9dohnDfpl4hVmrP2zfG9J/view?usp=drivesdk,,НАЙДЕНО И ПОДШИТО,False,,33,33,024__ИС направляющих на фасаде в_о 2-7_В-Г.pdf,"[{""path"": ""/home/runner/work/Graf/Graf/.work_sh550/downloads/1fKS5k0U_HAX9dohnDfpl4hVmrP2zfG9J_ИС направляющих на фасаде в_о 2-7_В-Г.pdf"", ""label"": ""ИС направляющих на фасаде в_о 2-7_В-Г.pdf"", ""pages"": [], ""drive_id"": ""1fKS5k0U_HAX9dohnDfpl4hVmrP2zfG9J"", ""sha256"": ""5aad7f704ece90eac27304bbc1178e69befff5ddc8221b39f2d3ae631d46ef29"", ""page_count"": 1}]",
направляющие,25,71,Исполнительная схема монтажа подсистемы на фасаде в/о 2-7/В-Г. Узлы,,"ООО ""ОСВ-Строй""",НАЙДЕНО В DRIVE / НЕ ВЫГРУЖЕНО В PDF,ИС направляющих на фасаде в_о 2-7_В-Г. Узлы.pdf,Анохин / Фасад в осях 2-7_В-Г,https://drive.google.com/file/d/1GasgHK0b9ccJ2z58C6Eowt2eybCd7F4W/view?usp=drivesdk,,НАЙДЕНО И ПОДШИТО,False,,34,34,025__ИС направляющих на фасаде в_о 2-7_В-Г. Узлы.pdf,"[{""path"": ""/home/runner/work/Graf/Graf/.work_sh550/downloads/1GasgHK0b9ccJ2z58C6Eowt2eybCd7F4W_ИС направляющих на фасаде в_о 2-7_В-Г. Узлы.pdf"", ""label"": ""ИС направляющих на фасаде в_о 2-7_В-Г. Узлы.pdf"", ""pages"": [], ""drive_id"": ""1GasgHK0b9ccJ2z58C6Eowt2eybCd7F4W"", ""sha256"": ""17b89942e4c56915376ab21b217fa05e550ee2be8f55cfa1371c55dc8d09e244"", ""page_count"": 1}]",
направляющие,26,72,Исполнительная схема монтажа подсистемы на фасаде в/о 2/Т-И и 3-6/И,,"ООО ""ОСВ-Строй""",НАЙДЕНО В DRIVE / ПРОВЕРИТЬ,ИС направляющих на фасаде в_о 3_Т-И.pdf,Анохин / Фасад в осях 3_Т-И,https://drive.google.com/file/d/1RgAvgQxBhe_iBHHc0cDL0Df6XE83gM3L/view?usp=drivesdk,Частичное совпадение: в реестре оси 2/Т-И и 3-6/И; в архиве найден комплект по фасаду 3_Т-И.,ЧАСТИЧНОЕ СООТВЕТСТВИЕ — ЗАГЛУШКА + КАНДИДАТ,True,Частичное совпадение: в реестре оси 2/Т-И и 3-6/И; в архиве найден комплект по фасаду 3_Т-И.,35,36,026_00_PLACEHOLDER.pdf | 026__ИС направляющих на фасаде в_о 3_Т-И.pdf,"[{""path"": ""/home/runner/work/Graf/Graf/.work_sh550/downloads/1RgAvgQxBhe_iBHHc0cDL0Df6XE83gM3L_ИС направляющих на фасаде в_о 3_Т-И.pdf"", ""label"": ""ИС направляющих на фасаде в_о 3_Т-И.pdf"", ""pages"": [], ""drive_id"": ""1RgAvgQxBhe_iBHHc0cDL0Df6XE83gM3L"", ""sha256"": ""33b42b48d699f63650595131623c829c2888b340daf6d7d9bd3867e53bd3a47a"", ""page_count"": 1}]",
направляющие,27,73,Исполнительная схема монтажа подсистемы на фасаде в/о 2/Т-И и 3-6/И. Узлы,,"ООО ""ОСВ-Строй""",НАЙДЕНО В DRIVE / ПРОВЕРИТЬ,ИС направляющих на фасаде в_о 3_Т-И. Узлы.pdf,Анохин / Фасад в осях 3_Т-И,https://drive.google.com/file/d/1N0-xZqoMqv4yPRpVHKtwxVMBZbqfgWAE/view?usp=drivesdk,Частичное совпадение: в реестре оси 2/Т-И и 3-6/И; в архиве найден комплект по фасаду 3_Т-И.,"НАЙДЕНО, НАЛИЧИЕ УЗЛОВ ПОДТВЕРЖДЕНО",False,OCR выявил обозначение узлов на листе,37,37,027__ИС направляющих на фасаде в_о 3_Т-И. Узлы.pdf,"[{""path"": ""/home/runner/work/Graf/Graf/.work_sh550/downloads/1N0-xZqoMqv4yPRpVHKtwxVMBZbqfgWAE_ИС направляющих на фасаде в_о 3_Т-И. Узлы.pdf"", ""label"": ""ИС направляющих на фасаде в_о 3_Т-И. Узлы.pdf"", ""pages"": [], ""drive_id"": ""1N0-xZqoMqv4yPRpVHKtwxVMBZbqfgWAE"", ""sha256"": ""a7c7e8bdd856e6e64c74041febc5f891e9044c2c4d5f264ce6d006ba87b3720a"", ""page_count"": 1}]",
направляющие,28,74,Исполнительная схема монтажа подсистемы на фасаде в/о 5-6/И-Е и 5-7/И,,"ООО ""ОСВ-Строй""",НАЙДЕНО В DRIVE / ПРОВЕРИТЬ,ИС направляющих на фасаде в_о 5-7_Е-И.pdf,Анохин / Фасад в осях 5-7_Е-И,https://drive.google.com/file/d/1OFQG5C9Jx-jmRuOXzwsXBTBk40cQSQWr/view?usp=drivesdk,Частичное совпадение: в реестре оси 5-6/И-Е и 5-7/И; в архиве найден комплект по фасаду 5-7_Е-И.,ЧАСТИЧНОЕ СООТВЕТСТВИЕ — ЗАГЛУШКА + КАНДИДАТ,True,Частичное совпадение: в реестре оси 5-6/И-Е и 5-7/И; в архиве найден комплект по фасаду 5-7_Е-И.,38,39,028_00_PLACEHOLDER.pdf | 028__ИС направляющих на фасаде в_о 5-7_Е-И.pdf,"[{""path"": ""/home/runner/work/Graf/Graf/.work_sh550/downloads/1OFQG5C9Jx-jmRuOXzwsXBTBk40cQSQWr_ИС направляющих на фасаде в_о 5-7_Е-И.pdf"", ""label"": ""ИС направляющих на фасаде в_о 5-7_Е-И.pdf"", ""pages"": [], ""drive_id"": ""1OFQG5C9Jx-jmRuOXzwsXBTBk40cQSQWr"", ""sha256"": ""b9eca4aad4f1e6acea94aa32f3b5a5d26ce3315cd9230f324e1f6f95602d2530"", ""page_count"": 1}]",
направляющие,29,75,Исполнительная схема монтажа подсистемы на фасаде в/о 5-6/И-Е и 5-7/И. Узлы,,"ООО ""ОСВ-Строй""",НАЙДЕНО В DRIVE / ПРОВЕРИТЬ,ИС направляющих на фасаде в_о 5-7_Е-И. Узлы.pdf,Анохин / Фасад в осях 5-7_Е-И,https://drive.google.com/file/d/1CxWVUUZ1lzyqkDOF4CGYWQ4H-Saf01Gz/view?usp=drivesdk,Частичное совпадение: в реестре оси 5-6/И-Е и 5-7/И; в архиве найден комплект по фасаду 5-7_Е-И.,"НАЙДЕНО, НАЛИЧИЕ УЗЛОВ ПОДТВЕРЖДЕНО",False,OCR выявил обозначение узлов на листе,40,40,029__ИС направляющих на фасаде в_о 5-7_Е-И. Узлы.pdf,"[{""path"": ""/home/runner/work/Graf/Graf/.work_sh550/downloads/1CxWVUUZ1lzyqkDOF4CGYWQ4H-Saf01Gz_ИС направляющих на фасаде в_о 5-7_Е-И. Узлы.pdf"", ""label"": ""ИС направляющих на фасаде в_о 5-7_Е-И. Узлы.pdf"", ""pages"": [], ""drive_id"": ""1CxWVUUZ1lzyqkDOF4CGYWQ4H-Saf01Gz"", ""sha256"": ""5bd9805594e0704d89eac02e520e9ee25a9d01aeca7e4c35ae44a0ba10e8d09e"", ""page_count"": 1}]",
направляющие,30,76,Исполнительная схема монтажа подсистемы на фасаде в/о 7/В-И ,,"ООО ""ОСВ-Строй""",НАЙДЕНО В DRIVE / НЕ ВЫГРУЖЕНО В PDF,ИС направляющих на фасаде в_о 7_В-И.pdf,Анохин / Фасад в осях 7_В-И,https://drive.google.com/file/d/1oDSk7AQ4B_c044Vsi0npOekL2pF6fw-8/view?usp=drivesdk,,НАЙДЕНО И ПОДШИТО,False,,41,41,030__ИС направляющих на фасаде в_о 7_В-И.pdf,"[{""path"": ""/home/runner/work/Graf/Graf/.work_sh550/downloads/1oDSk7AQ4B_c044Vsi0npOekL2pF6fw-8_ИС направляющих на фасаде в_о 7_В-И.pdf"", ""label"": ""ИС направляющих на фасаде в_о 7_В-И.pdf"", ""pages"": [], ""drive_id"": ""1oDSk7AQ4B_c044Vsi0npOekL2pF6fw-8"", ""sha256"": ""97b7bfed5e978eb952d2dc4d1ee85defc57676990ea239471991cc4d6b39dc08"", ""page_count"": 1}]",
направляющие,31,77,Исполнительная схема монтажа подсистемы на фасаде в/о 7/В-И. Узлы,,"ООО ""ОСВ-Строй""",НАЙДЕНО В DRIVE / НЕ ВЫГРУЖЕНО В PDF,ИС направляющих на фасаде в_о 7_В-И. Узлы.pdf,Анохин / Фасад в осях 7_В-И,https://drive.google.com/file/d/1cw-065uqUlnW_5HDZmDiRwP2CQmjSZTx/view?usp=drivesdk,,НАЙДЕНО И ПОДШИТО,False,,42,42,031__ИС направляющих на фасаде в_о 7_В-И. Узлы.pdf,"[{""path"": ""/home/runner/work/Graf/Graf/.work_sh550/downloads/1cw-065uqUlnW_5HDZmDiRwP2CQmjSZTx_ИС направляющих на фасаде в_о 7_В-И. Узлы.pdf"", ""label"": ""ИС направляющих на фасаде в_о 7_В-И. Узлы.pdf"", ""pages"": [], ""drive_id"": ""1cw-065uqUlnW_5HDZmDiRwP2CQmjSZTx"", ""sha256"": ""ed84adc7f0b8894e1104e112a2181c7ab6a97f7ea4142c9fe9ef9ef0eeff0dc8"", ""page_count"": 1}]",
направляющие,32,78,Исполнительная схема монтажа подсистемы на фасаде в/о 7-13/И ,,"ООО ""ОСВ-Строй""",НАЙДЕНО В DRIVE / НЕ ВЫГРУЖЕНО В PDF,ИС направляющих на фасаде в_о 7-13_И.pdf,Анохин / Фасад в осях 7-13_И,https://drive.google.com/file/d/1jrLLdFLic4s9EIE0QODy_i-dFWIeQJBw/view?usp=drivesdk,,НАЙДЕНО И ПОДШИТО,False,,43,43,032__ИС направляющих на фасаде в_о 7-13_И.pdf,"[{""path"": ""/home/runner/work/Graf/Graf/.work_sh550/downloads/1jrLLdFLic4s9EIE0QODy_i-dFWIeQJBw_ИС направляющих на фасаде в_о 7-13_И.pdf"", ""label"": ""ИС направляющих на фасаде в_о 7-13_И.pdf"", ""pages"": [], ""drive_id"": ""1jrLLdFLic4s9EIE0QODy_i-dFWIeQJBw"", ""sha256"": ""96ca03776ad4bfb50a9c878854ead854260cfbefebedb9020c4181a330f90271"", ""page_count"": 1}]",
направляющие,33,79,Исполнительная схема монтажа подсистемы на фасаде в/о 7-13/И. Узлы,,"ООО ""ОСВ-Строй""",НАЙДЕНО В DRIVE / НЕ ВЫГРУЖЕНО В PDF,ИС направляющих на фасаде в_о 7-13_И. Узлы.pdf,Анохин / Фасад в осях 7-13_И,https://drive.google.com/file/d/1FigxXXNsdyHexlpNeTMIzZCS94oUVrnQ/view?usp=drivesdk,,НАЙДЕНО И ПОДШИТО,False,,44,44,033__ИС направляющих на фасаде в_о 7-13_И. Узлы.pdf,"[{""path"": ""/home/runner/work/Graf/Graf/.work_sh550/downloads/1FigxXXNsdyHexlpNeTMIzZCS94oUVrnQ_ИС направляющих на фасаде в_о 7-13_И. Узлы.pdf"", ""label"": ""ИС направляющих на фасаде в_о 7-13_И. Узлы.pdf"", ""pages"": [], ""drive_id"": ""1FigxXXNsdyHexlpNeTMIzZCS94oUVrnQ"", ""sha256"": ""5e75451e40a0eb76c40a14639c82965b5e9c733256c4463a99e1259adfc17af2"", ""page_count"": 1}]",
направляющие,34,80,Исполнительная схема монтажа подсистемы на фасаде в/о 12-15/В-А ,,"ООО ""ОСВ-Строй""",НАЙДЕНО В DRIVE / НЕ ВЫГРУЖЕНО В PDF,ИС направляющих на фасаде в_о 12-15_В-А.pdf,Анохин / Фасад в осях 12-15_В-А,https://drive.google.com/file/d/1-v6xVYWAUhpLCK-HLZGIOoT6Rn6SMhMO/view?usp=drivesdk,,НАЙДЕНО И ПОДШИТО,False,,45,45,034__ИС направляющих на фасаде в_о 12-15_В-А.pdf,"[{""path"": ""/home/runner/work/Graf/Graf/.work_sh550/downloads/1-v6xVYWAUhpLCK-HLZGIOoT6Rn6SMhMO_ИС направляющих на фасаде в_о 12-15_В-А.pdf"", ""label"": ""ИС направляющих на фасаде в_о 12-15_В-А.pdf"", ""pages"": [], ""drive_id"": ""1-v6xVYWAUhpLCK-HLZGIOoT6Rn6SMhMO"", ""sha256"": ""b326e5140f533ebc4f1188ff2626bbfc50813ee715f54fc88ef90fe5e01ae1a8"", ""page_count"": 1}]",
